OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
+,2466,9459,5972,6203,2416,3874,2367,6739,2793,6661,3811,906,8085,1974,8084,6109,2652,5131,2223,4352
+,3565,712,9071,7596,6048,511,6203,5605,9703,6381,8156,1011,8526,9627,2637,5732,9854,1621,3662,1243
+,1830,1057,3891,2030,7018,4141,3546,9139,67,3962,7859,3989,6428,8765,3729,4598,4584,1370,6165,4325
+,1900,6399,9027,6515,8323,6081,5386,6309,9319,899,33,4955,2646,2693,433,7885,3025,2437,8124,6748
+,9055,9624,6115,2128,6068,3008,337,3298,8875,7524,9201,2878,3833,7946,4687,5447,3762,6229,567,2120
+,470,757,6593,4348,2232,7901,2550,3799,8271,9602,3566,5235,2769,7286,6572,4170,5631,3956,4953,553
+,9512,7403,1488,3704,5046,2763,4780,6757,8756,2651,664,3909,9857,9964,1451,2336,5922,1991,7156,6256
+,4087,2600,3614,3440,6576,2988,8322,9578,1935,3970,7913,5052,249,9327,1930,9381,9560,3903,9196,4248
+,8567,9429,1441,4423,8005,1693,7263,2384,269,2424,1005,637,5377,1350,470,2316,8216,1400,8811,5306
+,8483,4774,5573,6693,3517,9171,4841,3971,9198,8763,8419,6865,6603,8207,3475,2871,3492,9728,2069,4540
+,1789,6583,5534,1381,8470,4965,4193,4198,2965,1788,8346,851,6360,3187,9894,6915,1595,4043,1162,2064
+,7428,9103,3441,3704,497,4027,6035,6395,7610,1921,1916,381,8901,4214,2808,7645,5180,6539,9574,8603
+,2700,4354,151,9396,2422,2381,6571,968,7805,2113,4660,3009,8107,6925,5943,5994,3475,3335,1857,8888
+,1543,928,1944,2801,7611,4935,9529,7840,3103,2269,6673,8383,1588,6013,7721,161,3333,9386,2780,8489
-,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,513,2887,2105,7523,4056,8210,308,9576,7229,1220,4,6352,3006,1249,807,857,9982,8125,6896,4263
-,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,1659,1698,731,1210,4422,8758,5934,4909,4017,1179,6955,282,9601,6950,2766,4933,2694,5982,1407,7780
-,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,6039,2496,3345,3798,3921,4584,31,8074,4502,9430,1761,4350,1583,9289,8495,7406,8957,2185,815,6397
+,4892,2732,1226,7936,4915,5876,4423,945,8754,6165,4016,3497,8521,7403,8930,9449,6424,8729,5424,4637
+,8140,5400,8226,3518,7528,8563,1572,6550,2236,2515,7510,6370,9571,2029,2488,5111,4334,7525,9129,9043
+,5763,7067,3614,6382,4760,5722,1169,4994,5181,2425,4860,6470,7708,4805,3498,7537,5653,7190,7692,5367
+,7541,7458,2544,4857,9480,9050,7048,6693,1324,140,3404,5082,7259,7590,2073,7130,949,6523,2869,772
+,8875,9042,2459,4799,504,2213,348,9054,8431,1160,3778,8826,7009,264,5696,6541,6116,8975,3725,4883
+,8822,6932,6976,4109,6114,7405,9743,1189,5811,1401,3426,5693,2261,3117,9972,8075,5202,286,8176,9718
+,6527,9315,7511,1664,65,8373,4127,8045,6260,4935,5370,4053,1453,4034,5751,3797,8179,2667,387,1212
+,7511,4410,9345,452,7832,4730,4991,6220,9959,4930,8414,7368,9911,7147,5448,3227,1759,5525,9690,8974
+,5889,452,5932,4793,1091,3267,2857,9583,7221,4875,2913,5214,5162,7488,5650,2129,5049,9225,9197,8743
+,4170,6245,9044,5121,1966,2536,3533,1810,6327,7395,6170,6808,8313,2032,4740,3350,1222,3891,1181,1999
-,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5850,6732,9516,1699,8607,8237,9958,240,3131,3406,4487,3836,458,85,9313,706,158,6081,9329,3359
+,7796,211,6619,9303,9450,9315,8851,4071,8803,6496,564,8890,6881,2697,93,7851,8127,9797,7923,7486
+,7680,7680,6329,5748,941,3483,7684,8928,8740,8025,7861,1994,1414,275,7734,549,612,9914,673,9217
+,1006,3266,5260,8253,1001,4076,1363,1437,4693,3299,7649,7052,666,9444,1360,7292,3142,302,7394,8465
+,2719,2667,7378,323,1116,8993,3009,9849,9108,7817,9415,5868,2953,4924,7325,6002,7019,832,4677,9420
+,8826,4735,8435,8615,1720,4696,2021,332,5345,9607,6307,407,9394,7951,270,3372,8841,651,8257,806
+,1655,3704,5934,4533,8021,3056,4262,5235,2376,108,2666,5691,716,9529,3777,7397,5435,6658,6797,6118
+,5026,5401,988,8989,9959,1340,8814,889,3417,986,4694,2038,9481,6261,5294,7603,7328,1722,482,4498
+,5565,6558,7987,2636,3020,7390,1832,4068,4400,1713,676,4276,1500,8230,4900,4288,3583,4401,9349,7547
+,1645,846,315,83,5553,8861,6623,8133,7144,224,6035,6097,9536,7408,6846,1089,8067,262,2301,2571
+,3405,2325,3302,6659,7927,1908,2675,254,6523,1848,2056,9609,4476,1897,7623,6285,8904,4915,7204,3571
+,8341,3653,7771,610,3088,8769,891,4535,7087,8917,7334,2459,6611,4279,5735,213,6928,2767,2607,1938
+,413,606,5946,1706,1043,2578,7920,6558,7596,1219,426,6311,7747,9431,6180,1522,2973,5656,1769,6435
+,3678,9010,2552,8944,4625,1266,9980,8254,5897,4800,2216,8262,440,4564,3136,8098,8201,6386,8950,3967
+,3898,9774,6740,3297,3820,1336,4168,3641,3233,5298,2138,6858,6960,691,7775,9269,2902,2520,7809,4064
-,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,3492,3524,1288,42,2501,6092,5607,1530,1263,1365,1353,574,1026,8089,8611,2903,2633,3166,7094,880
-,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,9310,2992,5030,5330,6970,5262,2684,2122,5984,5676,7652,6506,7333,4648,6317,3117,9661,933,4390,8111
+,7607,4137,7254,5560,8939,1752,6549,4122,8799,9028,3221,3686,5953,9806,9320,9169,489,605,1408,9784
+,7218,7680,4903,2006,797,7075,2532,8413,9751,6082,9641,7181,6487,2782,2476,3650,7091,2223,4801,7895
+,255,4688,806,4238,3400,7268,4651,7076,6995,4259,6826,2599,2688,1149,4141,6023,287,4751,835,9298
+,7859,9488,4297,6128,2935,1535,8433,2125,2037,8005,2482,367,1537,5325,5004,7892,8529,9829,9437,5325
+,1385,1956,8758,2741,9545,2598,6701,129,3226,7367,6330,5158,5266,1902,9647,4844,400,3376,6005,8721
+,8566,6457,9675,266,8528,6583,7154,4892,528,8581,2446,5926,7098,7052,17,9098,7313,5014,2270,3263
+,1366,3208,1413,7913,5096,5796,5195,5936,9727,5863,2397,7885,3771,5329,6408,9036,9960,1341,4633,7642
+,1315,6703,160,7823,4058,7376,6847,5483,7792,9427,1222,1181,9452,2374,7534,2942,4761,25,33,1688
+,3127,8106,3208,5791,160,9313,5180,6289,6809,2839,4013,907,3528,6561,8237,9378,9251,5232,1242,8643
+,3360,3208,1363,3625,2826,4568,6466,3611,6895,9914,6263,9183,2343,4246,7721,3057,4914,3425,3391,1992
+,7257,6219,2509,7410,8089,8943,7289,7887,919,5478,1247,450,3558,5531,7013,9606,6504,3001,8499,7558
+,8071,4038,8615,4434,6118,8938,7490,4931,5137,9830,1085,1956,9798,9017,3190,6017,6392,8605,4097,8085
+,4431,7499,6140,9291,7123,4454,6558,7221,4229,7092,1967,8149,6800,2519,6646,6824,6797,3388,8935,5677
+,6195,4586,6719,1670,7929,8632,9473,3263,2718,4309,4940,2687,8190,9493,153,4647,8734,6523,4772,1983
+,9557,3011,1541,8727,5396,4805,7112,5239,3669,5308,5469,8755,3025,5518,5183,3937,5992,5180,1619,8301
+,499,1162,1400,5901,7953,1669,5617,3966,6710,6017,4522,7264,8170,2399,23,5084,5500,6991,6788,1996
-,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5673,3015,8460,3010,6733,5347,4468,1069,7144,2992,4813,244,1071,441,9258,2384,7763,3537,4531,5680
+,4821,7145,939,8914,2283,5374,4113,4222,6067,9000,6565,3665,2059,8779,28,4934,7918,5260,8106,5393
+,1147,2813,2519,2154,2145,9426,1187,5864,482,7901,9257,9272,2763,7797,3999,6264,6503,5674,3766,9224
+,2284,8473,1251,6136,9895,2672,5253,7447,265,7185,3142,7263,5825,2784,9715,14,6515,8041,8382,1191
+,9877,9212,444,8677,5621,311,6946,4972,8362,2804,2556,7571,9002,4646,8350,2830,8235,4163,9199,1307
+,4362,7628,107,2392,2027,4528,8340,9690,2605,4506,2272,2296,5788,2672,8490,24,631,7605,5530,4725
+,2315,9194,8772,5636,4553,5072,3446,4621,4677,1811,9693,4812,5100,170,1645,4496,8365,4969,6288,4111
+,4409,361,2430,2167,86,3113,8653,8857,5198,8479,1617,5970,2044,9634,3785,7744,9146,2275,5665,5306
+,2864,9096,2559,8378,6179,5248,8057,8460,9889,1488,5045,684,5683,5459,3036,8359,7639,5942,2798,1175
+,7918,1189,7753,9002,2543,8438,8815,6884,1403,3066,8677,8324,1685,2120,3602,5914,9439,2770,884,6420
+,6860,1329,6681,7527,1987,1629,7629,6375,7388,9222,3549,8038,1660,8948,6430,5864,3721,5668,3221,4079
+,3856,9346,6979,4489,5074,9623,224,1617,9556,5519,5311,6617,6801,1948,48,1793,1867,5991,4687,835
+,8257,2442,7823,5021,2629,8977,6016,933,70,6904,462,4944,5709,3899,9230,6091,1773,6848,4249,8102
+,2183,4333,1133,1472,748,4028,8272,2208,9494,6009,9743,9530,7744,7285,8613,4401,1755,6316,4137,2789
+,1661,7037,3114,5359,6435,6665,871,6763,1111,4121,8624,829,7742,8186,691,1680,926,1132,9278,494
+,8435,1552,6704,1045,6636,6334,8395,5756,6374,724,61,4053,5741,9868,5552,9311,9231,7476,8128,8770
+,3690,8283,8132,4450,7043,3186,8952,3627,4621,6489,6504,6094,150,6502,813,306,5120,8796,7886,8271
+,2640,2583,1332,8272,2667,6983,2234,1747,57,6085,4948,1419,5970,7786,4427,1926,1023,837,2379,4233
+,5106,2541,8875,4877,1841,8437,8812,2295,2515,8450,7745,1655,4680,9209,1281,9544,1287,2136,8816,540
-,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,263,3125,1095,5177,1749,716,9822,2207,4930,49,8688,5817,8162,2612,3518,4575,5153,4442,2745,3197
+,8128,1487,8756,575,3359,207,2545,7914,9047,8249,9936,8238,3339,6344,9061,8943,650,4742,216,8847
-,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,8800,2959,6354,9647,2477,6191,5610,380,1392,7363,7522,2634,5892,8107,121,1336,7475,8033,8048,4267
+,6247,9555,8052,1303,5941,2310,7914,2196,5372,1989,277,6312,9915,5876,4882,9546,2963,2626,996,4017
+,8631,5972,1412,9741,6627,9945,9015,716,3389,294,2167,3675,5909,3632,3329,1112,7436,2219,4487,2286
+,7564,9174,9975,7908,3517,3839,935,4069,4097,8162,8986,9173,7502,4300,9980,2338,5742,3746,3649,5054
+,4988,2099,4431,8210,4602,2332,5090,3945,5056,8181,8927,2605,772,8828,8864,3886,6550,126,4058,92
+,8290,3799,3584,1819,6500,4094,6817,5453,9766,534,8995,8811,3521,8965,2760,2385,976,7038,3709,223
+,4633,4944,4689,4312,7905,9697,767,4003,631,767,2414,8643,750,2426,9846,6513,505,4908,3462,4462
+,2280,2427,6945,9837,2048,1591,8597,318,9314,2069,9921,9738,9623,4088,6757,4789,3764,2034,1189,5413
+,4106,4270,973,4421,9563,2352,1370,1874,7036,9823,4013,6772,713,470,1610,1479,6917,5978,2060,4361
+,404,2639,7525,7954,7329,5841,8090,3737,3652,5559,9770,2471,4309,1817,1003,4868,427,5766,8038,1172
+,6713,2627,8147,1576,1828,4686,6422,9084,8297,9168,6428,4436,9596,5265,3817,7977,9543,2635,5825,636
+,6782,190,2356,9666,6578,2162,5049,1077,6590,3128,1393,683,4098,6281,9155,628,7429,8388,7731,3558
+,1075,5408,5008,5747,9580,3110,9039,6846,389,4241,9662,9338,7155,3016,1337,4150,8798,3849,1001,4557
+,5785,3768,7078,8229,2344,4679,5876,2347,8322,4355,7173,65,9396,9600,5003,4565,6190,3435,2529,3203
+,6882,2189,8668,747,5513,11,1192,6317,2152,1332,9377,8458,7139,400,3775,6126,2476,8016,7299,2249
+,5421,5003,6911,9791,4950,7752,7272,5670,8175,3692,8436,6819,6010,4635,5273,5251,7641,4451,3237,3108
+,9393,2990,2022,9381,7770,6649,9881,4339,6334,1191,3546,3322,4972,670,4730,1731,3108,2956,9510,5000
+,7817,3113,3932,9700,2872,354,8971,5085,1199,7691,6465,2201,180,1497,7478,4693,4464,4344,73,7750
+,2202,9423,1920,9715,3154,5950,8565,2516,2872,7629,7882,5427,799,6481,7707,5488,7154,4454,5653,2555
+,5378,8651,790,2368,7892,6583,3086,7471,1294,1033,8500,9226,5828,9516,2351,6631,575,2374,4753,6854
+,3978,6733,4591,7097,7436,6867,3764,3295,3275,5232,2390,149,1585,6358,2449,7638,7179,5788,292,4275
+,6899,9325,866,9786,1679,3126,4530,6199,2019,4131,6002,2152,612,7160,9708,1955,466,8973,3594,5901
+,3490,6213,4051,4184,5628,7577,8976,9117,861,6318,9952,3545,501,7786,175,6287,9604,575,7812,6653
-,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5910,3575,4214,3391,1595,8678,7890,4720,5497,9749,1591,6727,665,5865,2554,5398,4365,7793,6762,2193
-,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,888,8931,5736,8152,3182,9218,3784,1773,8819,9396,4951,581,5496,1352,7398,4876,2505,4670,5120,9438
+,5476,5660,1302,4308,5478,7937,1729,9106,9584,6893,799,537,4207,1585,2784,2002,6908,650,1318,400
+,4154,3924,9717,7466,851,7922,2506,1141,6758,7558,765,8564,717,8098,2318,6147,9958,2240,8369,3135
+,4904,8674,3472,5041,8532,6135,80,5546,9584,2954,9152,1182,9798,6927,1965,687,8989,9140,4546,5968
-,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,9633,6752,9910,9216,6923,4825,3900,7271,614,4177,6545,333,2769,324,9200,2505,5144,1759,988,9365
+,51,1228,9318,9219,9614,7066,4925,659,4771,5182,8478,8475,218,8354,9325,4814,7198,7409,6564,6934
+,5372,3164,5978,4486,7506,306,7998,9135,9102,6775,7054,7483,6698,695,2032,5893,2683,2611,3519,2620
+,6149,6349,2096,2137,8779,2828,5184,2150,8008,6838,7532,8251,5449,3692,1590,4025,4722,1669,3275,397
+,2580,2740,4424,1831,2926,5099,7854,6214,2309,5681,2126,6386,4552,2227,3922,244,455,1355,1357,9772
+,2607,9007,4863,9409,586,8625,1455,9099,7157,8919,6945,9371,5122,9859,2480,1342,3353,1338,6074,2014
+,9384,7363,4763,3299,7035,2430,7034,8149,8641,9652,7805,219,3130,8868,6014,2302,5120,2275,9865,8870
+,5410,7488,9765,2158,493,2202,6341,562,9686,8492,6614,2256,68,8280,7938,3129,9896,9556,5616,6250
+,8606,5556,790,2491,3854,5368,186,8515,5033,5386,1929,3863,4839,8077,9400,6581,9909,75,3696,9072
-,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5347,8542,7214,5027,5751,856,7068,7549,2745,6571,8460,2607,8331,1255,175,5901,8270,5667,7808,8344
+,3569,3216,5940,3791,8570,2254,1261,183,4009,6463,7061,6280,7280,3031,3103,1804,8006,3909,9108,4806
+,4458,5968,2723,6616,3071,4026,5494,9633,5311,8611,4658,2990,7781,1531,6693,5815,6168,6894,3498,2429
-,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,4602,4856,4898,1816,3412,2907,5053,1805,3129,1054,948,9536,2559,7536,8231,3568,9351,9431,8762,8048
+,3418,2779,2940,4110,2142,7490,3267,8864,304,210,3465,412,3697,4197,6540,4314,1057,1903,701,6373
+,6504,1422,8284,2130,2564,9924,8501,9962,8333,9096,822,3173,8386,1805,995,1304,1528,9720,270,5486
+,5386,6341,8303,9057,9938,3602,3754,8852,4381,6260,3508,3170,1435,7799,226,4056,5264,6028,9798,3073
+,7839,8283,1524,9573,883,8201,8564,3317,713,6950,6582,5701,7088,4266,8344,2455,9603,2824,7846,8987
+,4346,3507,1707,603,5811,3096,4832,8397,2239,4970,3186,1762,8623,5041,8998,7905,7576,9809,4340,5696
+,4830,4315,1714,1324,8482,8691,5148,7270,7646,1225,3323,8358,7458,8886,5783,4921,1148,710,6804,9294
+,7017,3129,4111,3253,6271,46,885,8016,9608,4788,9655,1875,6079,2996,7101,6312,2506,3372,8478,5762
+,8864,801,6677,3521,6585,8879,5967,1692,2031,1965,2220,4475,2816,8856,1765,1508,4011,3035,1623,3291
+,6,8238,4882,7210,3844,4493,6465,6628,1325,7617,5049,3711,2026,7565,3295,8182,5596,8916,5568,314
+,1264,4617,7975,721,4721,1472,186,1251,7329,9990,8469,6928,1092,488,7110,2239,618,1002,1836,9089
+,3642,9237,5010,274,3519,4488,8725,5469,475,9132,929,205,2055,1179,3196,4545,7894,3062,6326,5824
+,3733,323,3310,3124,457,3055,2999,9918,687,9330,1295,5962,24,8904,3484,7560,7623,5306,864,841
+,5007,1274,911,1509,9427,4412,4602,5714,9734,3254,2072,4278,5468,6399,8829,9629,622,4425,8309,7699
+,3600,874,1627,8816,4611,1209,5542,2277,1772,9706,3977,7627,7584,2289,20,2967,8594,437,8150,7902
+,3746,7643,8243,5135,1771,7577,7889,7061,4106,9721,6459,1143,9561,3276,3417,8213,5539,2953,5621,5003
+,1339,1505,7678,9129,8557,3697,8470,6420,7013,2664,6202,3503,7238,8365,6018,3622,2839,4307,1204,1093
+,6139,118,6523,2656,4841,3751,5628,4745,535,9938,4122,2045,3899,7282,6637,1551,4712,1353,9657,3609
-,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,317,7283,395,2,3917,1364,8892,814,1789,2753,6901,6779,4447,1685,5213,502,3447,6410,4149,4398
+,2792,4616,1189,3021,9847,6598,5180,9026,9314,3735,8580,3920,3475,8276,5164,6047,4678,8409,6256,1318
+,5036,6526,3907,9318,9101,6266,1769,3045,1805,4206,4042,4804,2926,4654,835,7837,3602,8521,2535,5831
+,6625,8731,6820,5745,4190,962,4046,1564,9399,2491,5341,3554,1704,455,3340,9781,7844,1638,1319,3778
+,1647,7708,7323,3066,247,6837,8550,6250,1619,4044,6384,9418,4833,801,4870,4057,7103,1834,9251,890
+,3959,7980,7303,4456,9572,7934,1991,2393,178,1819,6192,2080,9624,8665,7884,8019,1060,8135,457,7910
+,8517,4301,1605,2997,4003,9181,9212,9921,3086,9280,4022,2016,2251,2463,3989,647,7111,7581,2802,1663
+,69,3743,4029,6523,2355,260,5396,9481,7916,8500,3470,8528,6807,6797,755,8082,5380,2917,1513,1723
+,7712,8648,7755,8920,5510,942,9611,2843,1196,1531,7225,6119,6809,4492,6553,6917,88,9612,3422,3789
+,5522,6293,5520,6742,8004,9033,4804,6351,9098,4571,960,7632,8905,1849,3817,4174,653,6971,1460,9426
-,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5348,3863,6860,1674,3589,4328,9859,7520,7665,4938,158,9898,6394,6105,7110,3155,9195,2154,2527,7660
+,3580,3272,6503,4562,1129,9152,2752,7870,2928,5309,6463,1931,418,7419,1698,6410,3414,3683,5152,3130
+,4597,8619,8595,233,2138,192,9603,1553,4207,9709,8765,8119,127,4044,7205,8003,6866,4475,7110,1364
+,7214,5281,6376,784,9,6411,5085,4851,1244,6728,8451,5867,9586,8683,1847,6649,4391,628,1296,6950
+,3738,5251,2460,9514,5353,3852,9265,9088,3267,4109,9732,7582,2641,5640,8319,9248,621,394,1251,4787
+,5354,8934,6464,2556,171,6257,9768,4541,130,2312,4615,4749,8691,3613,9432,1571,2949,6945,3415,2461
+,9977,3641,2083,5623,8605,2855,7213,9095,4784,4294,2917,5604,3523,9822,3200,4557,6181,1954,5581,6121
-,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,7043,2389,1952,4680,1295,9790,9010,3557,4398,5802,3835,1391,3985,5363,4745,3963,2807,6135,341,840
+,265,4033,7454,5677,6345,8294,3208,3781,7717,7629,4508,3547,244,1116,9567,8162,497,6030,2682,4468
+,7704,5794,7296,4719,4876,2103,9918,8096,9849,4625,641,5542,5936,6404,7046,2408,9904,7855,633,508
+,5200,4838,5933,2789,3896,8821,2109,8591,6633,1340,46,9978,7105,1034,996,9736,2048,6408,8121,5883
+,859,4138,3898,4044,6060,6929,482,6588,4350,9870,7109,3082,1908,1294,1671,7873,696,5703,5819,2043
+,3318,8914,9015,3919,3210,9214,6576,3534,4971,2963,947,4407,765,4242,4527,2209,3436,3055,2891,8504
+,9934,9297,6529,9165,2603,2747,4629,5041,9764,22,927,1765,9944,1733,3012,4492,9952,2469,898,9749
+,3407,8755,7681,3231,2255,1632,5709,2529,7992,3740,5609,203,1051,8853,598,9054,4525,3677,5212,9816
+,9762,1346,549,6558,8059,3102,8793,385,6291,3372,9532,4480,7257,2875,4657,4930,3199,2460,9220,2009
+,1005,7142,8234,623,4271,3617,3024,3993,1954,7931,5249,399,3685,9649,3900,8728,4096,4873,1878,7866
+,5417,2638,5814,1268,7088,4479,9666,9,7300,9334,9419,1863,4550,8685,1339,2590,5342,6061,381,198
+,8157,7468,4816,1285,5665,9568,6289,7554,1173,6813,3008,941,6487,1701,3387,3076,2018,1641,6306,3177
+,602,7215,543,6231,9518,7491,3370,1690,7057,2998,6390,7083,6324,6676,1647,7105,778,8396,4055,5164
+,385,6821,2968,2697,5461,6197,7882,7722,3104,1918,9329,7967,4831,2428,6647,8825,9370,421,2525,3424
-,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5220,4175,5123,3063,4281,180,9747,8956,7013,3043,6203,2878,6055,5267,7266,2484,8306,5596,7824,668
+,2296,9934,6963,4560,1336,1627,4089,1836,1009,4788,1373,238,3092,3482,8900,1901,7703,7582,3433,3611
+,8309,7602,8118,6147,1997,7342,1135,69,2063,898,575,695,7944,2398,3009,8502,4694,3377,3013,6437
+,4535,8118,8080,3182,2541,9408,600,7735,4225,4352,9010,5354,8669,9822,5089,1145,7400,2774,8855,9231
+,7901,7757,9297,8644,6411,5452,3964,7868,6011,1551,9294,7901,774,1793,589,576,809,747,5860,7440
+,2192,7864,4910,7479,1339,1185,6106,7015,6852,7137,6020,4719,3828,7779,5936,1060,3175,2370,1558,4954
+,2695,8330,6249,3369,9691,2594,2605,3344,5060,8159,1273,8011,6937,7766,9764,8236,7268,5151,897,9081
+,8744,3444,3160,3643,3479,2705,8186,5338,9254,4572,9977,4929,9233,7422,8326,2359,2108,9207,4165,7664
+,4143,1105,2517,5661,7951,3795,5105,9411,3642,1379,8492,3481,2107,5181,7323,4112,4604,1841,3174,8653
+,9419,1267,7572,880,4655,9885,4903,6965,8813,9364,7499,329,6981,594,113,9502,5247,8656,926,7092
+,9185,6805,8693,6838,9168,823,3333,4451,4747,7517,9468,9486,612,9691,6398,7091,1020,3534,8463,733
+,1577,4277,5464,638,8082,9797,6060,8747,25,2943,6812,9594,3356,541,9161,2673,4248,9830,4585,9468
-,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5110,7364,1939,872,8124,7748,755,4631,5420,1133,8556,7113,8150,3944,2999,4055,8759,1699,2545,4519
+,1800,9683,249,8489,7375,5918,6914,1543,7635,2204,1891,274,2140,4344,6656,9093,8165,9265,8271,5827
+,3850,9233,1028,9996,5623,769,4573,1598,9018,837,6998,7030,4279,6186,4033,9171,6080,7915,9517,5730
+,3150,8240,2889,5913,230,4142,8165,226,8341,5914,4156,200,3570,4616,1383,8076,839,3140,9696,5618
+,6150,9660,7934,3356,6062,8928,3166,1338,61,5273,4844,2492,8038,3172,5264,3200,7821,441,6430,8708
+,93,6098,8509,6914,7899,9331,4571,4128,5184,9529,5349,6420,8161,4384,7534,6340,2186,6358,7010,7874
+,9104,9885,2267,5727,9556,7423,1077,6173,6679,377,6529,7716,896,2174,6079,6692,6754,5767,6998,6834
+,5050,5249,5923,9267,8298,1879,2740,6299,834,5926,5618,5636,4922,1273,1768,1873,7022,1227,2151,5281
+,5698,8625,7801,5792,9724,8560,1360,5685,1256,9533,9137,3678,3143,4392,7939,3792,7343,9005,295,1831
+,4007,8037,2852,4799,8864,9167,4060,6990,1486,9738,732,1725,9921,5802,7811,1486,3719,5170,4611,4874
+,5749,2274,2351,8353,5043,6345,7965,794,8359,7780,7082,5801,7604,5295,5014,2209,1103,2134,3396,6030
+,6068,4860,1804,7586,6150,593,3679,7022,2025,3682,1589,3747,3076,8688,2294,7536,8227,8548,173,469
+,2595,2376,784,2653,8539,178,7522,8161,7748,30,3343,9548,3458,2173,9170,8618,2430,8932,3641,7536
+,9457,6322,7236,9655,2154,2707,8579,3846,6428,6075,384,2240,7652,3331,1229,875,291,1305,7130,5261
+,432,5468,6864,8641,4124,6418,6612,6579,6630,6683,9800,9769,6007,1643,662,4755,2709,3056,1413,9834
+,4873,5928,4194,6058,718,9601,1129,9359,3274,5146,3689,2589,3571,3347,9809,5142,7402,2501,7406,6418
+,9442,8983,6800,6702,9887,3612,3146,1398,6496,6895,6707,5873,8619,7279,9162,2165,9496,862,2028,5817
+,5589,9194,7852,9184,5995,7906,7842,556,3097,3367,337,7643,7083,9398,4406,149,6508,5092,3732,34
+,4029,7747,4580,4563,2960,2916,1931,2932,4186,7187,9886,2649,4408,1501,7605,5245,9024,4757,5331,5037
+,7648,6445,4982,4594,6387,1079,2715,5501,8491,3726,8520,2885,6888,9092,6024,8589,6057,6871,3783,4897
-,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,5143,7791,1957,3096,7988,4962,4049,5966,7995,5090,5540,4603,5730,4801,3308,8981,9782,5985,1443,3677
+,7695,5430,8575,3611,4834,5955,5388,8903,8788,5300,6020,2115,6983,5519,2719,1464,532,6579,8993,7155
-,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+,4255,5350,7546,2263,6539,461,2438,330,8874,8322,7172,3274,1458,562,7800,6809,7043,6068,7079,3093
+,2167,4534,6917,7470,2096,3551,3612,4298,4469,1610,9544,1772,908,8053,2634,9255,4576,9331,8423,8745
+,7314,3698,3844,6079,9982,2930,4161,5525,7265,7147,5493,3871,9262,9851,6920,3795,5517,3920,3096,7546
+,5265,1109,9697,7395,9154,4785,2500,237,9297,6809,3339,731,2761,7932,9809,6094,2051,3339,7765,6589
+,9497,9642,682,7098,6017,7092,93,7792,2976,1268,135,1359,2097,988,9209,336,4544,3211,565,7869
+,9555,8772,932,3166,8053,9263,7876,9856,3495,9834,1123,2403,8102,9521,5142,432,8507,4972,6193,4020
