OP,A1,A2,A3,A4,A5
+,3897,7171,5705,6662,2387
+,2925,552,9986,3623,361
+,8047,8919,1098,3463,1167
+,1096,8783,4489,7384,791
+,8714,2619,1422,4329,8480
-,205,0,0,0,0
-,1000,0,0,0,0
+,7035,9747,841,7154,7984
+,4793,6168,5291,8174,8766
+,1611,5273,1513,6352,9432
-,949,0,0,0,0
+,9887,5166,1706,7477,8553
+,20,8991,1170,3549,7222
+,8972,9015,6469,3776,9498
+,1521,3547,2284,3012,8066
+,6882,3258,9749,4108,125
-,461,0,0,0,0
+,3929,3097,465,310,7261
+,3156,9159,6898,1057,5016
+,9669,5103,8377,4663,4179
+,4822,4161,6593,3956,1649
+,9230,5356,5718,5849,5016
+,6606,7102,8352,336,8188
+,4134,2206,9613,4204,9475
-,311,0,0,0,0
+,4779,996,6961,6494,3468
+,4591,5939,4896,7398,9425
+,9900,137,9535,4250,9692
+,3763,6338,2212,56,7243
+,3237,3369,9620,5916,1791
+,6309,3493,3779,7651,1195
+,5405,3183,56,2416,5386
-,960,0,0,0,0
+,5525,6947,2550,8421,2241
+,1168,3018,6082,2705,7434
+,9442,2261,3982,6633,4274
+,8520,1621,1622,1169,3864
+,9927,6829,7774,296,3519
+,4714,1688,4909,6448,9953
-,680,0,0,0,0
+,3815,1544,6593,3064,5627
+,8701,9991,6740,8854,7677
-,138,0,0,0,0
+,2987,6239,9089,4792,9773
+,7937,8851,5595,4031,5421
+,8515,8630,8834,6267,7826
+,7492,1245,7423,2327,9836
+,4643,8376,2937,648,766
+,9092,245,7496,2214,5323
+,9251,2618,4183,5524,125
+,7136,4476,4420,6565,7911
+,2789,6965,9605,6267,4423
-,553,0,0,0,0
+,1275,6729,6932,9514,8344
+,8915,2351,6082,3440,9021
-,118,0,0,0,0
+,6335,6947,8507,2563,3679
+,7379,4240,8953,2194,6736
+,5056,7527,3504,4888,2176
+,6352,6816,1061,3284,8342
+,6903,4570,6664,896,9177
+,9211,5835,3545,2299,3809
+,713,8693,6276,9113,4131
+,3574,3067,6852,7603,800
+,4620,1526,7687,9416,1633
+,601,160,8265,76,4721
+,4150,476,2076,2873,7051
+,4485,3095,9822,157,9016
+,176,5416,7482,4186,7361
+,8704,8572,9002,609,741
+,5860,1985,1795,7450,5389
+,6483,950,591,440,5338
+,31,5395,7471,9758,1813
+,6179,1550,1532,5661,200
+,9472,6039,9506,3642,1741
+,1203,6017,8221,6695,1977
-,795,0,0,0,0
+,7272,6355,2025,6504,3567
+,263,1952,615,4695,7862
+,7317,1446,7104,5705,9441
+,1145,5533,591,3042,6713
+,9580,1229,7441,6515,9794
+,1201,575,8777,4211,1387
+,2474,8314,236,5190,6194
+,9496,5865,6826,3933,3483
+,2034,4933,8552,520,978
+,1323,714,5723,5405,1540
+,9206,7352,5203,5233,280
+,3964,4280,4179,5695,8557
+,7205,3478,7058,2976,6468
+,4464,331,7444,8609,9248
+,3302,8009,7865,356,3234
+,9771,7141,9456,9046,6016
+,9680,1658,1136,7072,9579
+,3952,6351,3642,8888,4364
-,889,0,0,0,0
+,6264,2356,8271,2617,7730
+,2498,496,7017,1875,7053
-,461,0,0,0,0
+,6917,1236,1637,8189,7091
+,3697,9877,9616,217,3009
+,8058,7592,951,7378,6044
+,4709,5586,640,8122,2468
+,7212,2298,3079,10,3491
+,5389,9731,1973,9025,2631
+,4785,3941,8819,2025,9863
+,3435,8968,7866,2507,2217
-,291,0,0,0,0
+,3110,2153,7180,8736,5560
+,831,572,8661,842,7380
+,4437,9190,3352,3583,9694
+,9976,3312,5263,7502,1465
+,5532,12,9457,918,209
+,9133,5906,1415,9499,5366
+,7710,2064,6651,7519,6856
+,7712,2138,54,6839,1923
+,5714,9902,649,7540,1690
+,4563,3940,9256,9816,4292
+,6087,6717,4676,3161,354
+,791,1569,2337,8324,6797
-,731,0,0,0,0
+,2730,2223,2106,9117,6775
+,1005,8823,2718,809,9558
+,1423,7375,3402,3055,1243
+,2101,5115,4395,3574,9749
+,9943,6481,2779,926,6201
-,213,0,0,0,0
-,74,0,0,0,0
+,4742,914,2219,4159,9358
+,2325,5391,5372,1288,2578
+,6549,3940,4693,5057,2761
+,6343,6538,4295,9341,1221
+,8860,6090,3693,8405,9359
+,5819,1418,3875,6511,8390
+,3765,4200,8484,745,4961
+,2246,6074,7140,659,6876
+,7092,1987,2747,7417,670
+,1579,3481,7080,7202,9847
+,2926,2625,8915,6206,6618
+,6700,3249,2711,5150,7908
+,5855,6093,6031,8803,4067
+,8126,8552,6647,8321,7557
+,6189,6744,1134,884,4022
-,94,0,0,0,0
+,9980,9002,5964,9442,3823
+,8482,7728,1789,7778,1681
+,3969,2843,172,4006,238
+,40,9618,4310,7651,414
+,7640,7528,388,3637,4180
+,8762,9922,8115,570,998
+,4095,1652,3070,9536,6744
+,7377,1883,6939,4569,7820
+,1495,9082,3126,2034,7173
+,6246,6730,9869,6318,4175
+,5018,3286,2942,399,4253
+,1625,4602,5324,5121,1418
+,446,3623,7657,8568,3915
+,6499,7028,8201,2289,1245
+,2683,3763,2087,7318,8268
+,635,6656,8047,5744,7700
-,917,0,0,0,0
+,6713,360,5169,3875,7863
+,7082,2769,1292,5020,685
+,8439,3056,9303,1068,6450
+,474,7838,2007,7995,2792
+,8785,6592,235,3100,928
+,4098,7679,2928,7589,4588
+,3850,7766,5655,5913,32
+,8160,3861,1683,2529,8088
+,5418,2179,7459,1937,8503
+,4847,7913,7759,1526,9694
+,131,8763,6158,6015,2617
+,8884,8521,1304,6078,8398
+,8549,1633,1946,7374,7855
+,3682,4002,5656,360,6246
+,4729,7676,1165,6896,3553
+,5310,5709,495,516,2200
+,5631,4100,4645,5126,4040
+,1358,6184,3707,4070,3646
+,8459,5875,1006,1296,462
+,1079,1273,6580,1517,1621
+,4996,2502,1040,3431,1850
+,9347,2873,4653,5962,8470
+,7750,5127,3937,8441,1705
+,342,7322,510,5021,2788
+,8033,3423,6798,5693,7086
+,7449,6133,1695,7791,3873
+,2999,7740,6400,4052,7486
+,329,8215,3519,4611,3475
+,745,5842,5593,7657,7392
+,6334,2670,1062,5588,1403
-,536,0,0,0,0
+,4113,8836,1139,4324,9388
+,4060,3817,9531,8783,6081
+,847,2124,2300,4108,4535
-,517,0,0,0,0
+,1164,490,9967,8465,4340
+,482,2275,7838,3214,839
+,4795,6868,1017,1053,3589
+,7534,4722,648,7252,4676
+,6615,1989,6750,1980,9086
+,5617,997,1443,4658,5550
+,8484,310,2774,1582,4892
+,4974,3578,2123,6605,5422
-,719,0,0,0,0
+,8426,3092,7459,6570,2209
+,8489,1533,7432,5343,9555
+,3970,6545,5409,3429,6813
-,425,0,0,0,0
+,1968,44,4476,2896,6768
+,6169,6986,9901,877,1231
+,9373,9935,7083,3714,5480
+,3253,1297,8650,1551,2165
+,4542,2807,4307,3619,1922
+,6980,2029,2237,4428,6290
+,2501,3977,4903,686,3181
+,3496,5041,650,6528,5604
+,1868,4420,2168,2254,8394
+,4680,8397,8316,8733,1498
+,984,5724,9195,6627,5397
+,22,6949,958,898,7359
+,4640,5374,983,4238,6237
+,2275,7119,7161,8987,5182
+,1897,1199,1298,9506,8940
-,457,0,0,0,0
+,626,3671,9578,6812,4173
+,839,9627,588,118,3068
+,7709,8109,741,7313,1405
+,7841,799,7065,7482,1923
+,2164,4327,9039,7476,6563
+,2637,7951,6196,918,3404
+,2262,81,8670,1216,2258
+,9228,3078,5945,4604,2436
+,8761,1666,276,5588,1285
+,4339,3643,3616,6965,554
+,2430,5434,185,4152,1959
+,2981,3808,1306,8930,8074
+,5610,4497,9447,4015,672
+,2462,4011,1825,645,9806
+,2181,2674,2191,9040,4255
+,1219,837,673,7040,5713
+,4718,5742,4979,1946,5542
+,6741,7048,6377,3647,6153
+,7245,860,5733,8172,9572
+,7693,9308,5040,9075,6504
+,9994,2533,5034,2980,3611
+,8823,1979,6811,3923,180
+,7972,2665,1982,7752,5156
+,7984,1115,4703,119,848
+,5464,3936,1246,8026,8559
+,6986,6182,5337,4247,1755
+,6591,7594,4743,7275,5162
+,4165,4943,3569,8997,3477
-,605,0,0,0,0
-,655,0,0,0,0
+,5978,2184,2153,5380,8849
+,4723,9319,4927,9680,8713
-,480,0,0,0,0
+,2652,1651,794,2365,8883
+,1389,6718,1105,1723,9084
+,6769,6335,6819,4348,138
+,8132,7206,7308,76,2050
+,5835,5106,743,1639,3769
+,8174,8482,2490,4117,9000
+,2172,3298,873,9342,5819
+,9259,8416,5697,7845,3875
+,3635,5093,5557,8520,2087
-,837,0,0,0,0
+,2421,1931,93,6204,5987
+,1330,4850,4337,6455,8938
+,5883,2002,2168,8893,261
+,6044,8868,7201,2281,9548
+,8648,173,5642,1588,9686
+,7512,8386,9692,5520,1036
+,848,7548,2355,5216,1537
-,215,0,0,0,0
+,337,6574,551,8092,6566
+,28,8880,3839,7974,5708
+,2739,4934,6857,6974,1450
-,667,0,0,0,0
-,933,0,0,0,0
+,7718,5706,1629,6816,3623
+,5827,4172,721,5660,4902
+,8199,2080,2971,5980,4790
+,5574,3244,9399,5980,3349
+,3531,7480,1147,7692,5901
+,3569,4262,5877,3416,255
+,7341,5573,5060,5977,432
-,509,0,0,0,0
+,4402,5043,7413,342,188
+,7172,5730,2038,9904,8251
+,5993,2853,4312,2030,879
+,5635,5217,5233,7343,8743
+,7858,3518,3629,8087,4684
+,465,3258,3243,8048,4276
+,350,9169,6093,1816,7920
+,7876,6053,3975,6968,618
+,2814,9491,4139,5325,7600
-,683,0,0,0,0
+,9303,8557,3254,9400,2163
+,5204,3556,6277,7111,6292
+,6943,2475,1569,198,3038
-,372,0,0,0,0
-,644,0,0,0,0
+,3990,6366,359,1306,3989
+,2828,1752,1364,6621,682
+,8191,124,2127,3663,4743
+,8888,8855,3012,1569,1357
+,9897,3292,9378,7449,1377
+,5634,8292,5434,3753,4613
+,8535,8019,8869,8620,3836
+,5697,2796,6049,9200,4902
+,367,9198,3307,7668,8527
-,55,0,0,0,0
+,1184,8238,8074,8731,8405
+,5407,6072,2852,4104,5389
+,7857,2022,1244,4822,749
+,6798,9850,7694,8123,1636
+,7431,1947,2580,4123,2182
+,3137,6893,2611,1845,9134
+,5476,7393,1553,6589,7936
+,1415,2410,6898,6212,3717
+,2624,5722,77,4980,4817
+,5694,9289,1571,2556,7133
+,7763,2298,6121,2987,4936
+,6929,4912,2765,1517,9344
+,1832,8714,3810,8023,7097
+,3188,9271,195,4031,2094
+,7781,4317,7782,2522,4292
+,3535,6741,3478,7571,4185
+,5086,2265,939,1113,247
+,547,5898,1347,9665,7337
+,170,6212,2126,9047,9573
+,4623,3204,2835,9576,6853
+,2737,2534,8757,532,1411
+,7558,5629,8530,1113,7104
+,9799,9437,2410,6280,6133
+,5935,9962,2394,7027,6799
+,162,9825,1041,2724,4801
+,441,1694,8606,1942,4054
+,6922,7221,5868,305,379
+,4976,8257,8493,4302,1248
-,224,0,0,0,0
+,8995,3452,9431,2575,5022
+,6596,9529,2981,184,5128
+,1814,523,6340,3025,8467
-,389,0,0,0,0
+,8303,1343,5490,9294,8013
+,7827,3636,5743,7933,6423
+,2713,2097,5847,5164,214
+,9803,7045,8870,7912,7772
+,4069,6326,1598,357,3181
+,6378,7160,676,9342,9989
+,3342,742,2116,5509,2345
+,3444,9809,317,3252,7475
+,448,8814,8003,756,4532
+,7168,8276,4319,8220,5925
+,1957,3136,6004,1334,258
+,3195,4545,8759,7634,4810
+,6893,5383,9827,9235,1312
+,4846,5274,2308,7549,7591
+,1355,9250,2918,6661,8753
+,3614,3531,2806,7782,1983
+,3336,5941,3509,8206,5884
+,6488,6531,5026,5124,1975
+,6494,3178,1618,56,4554
+,1721,2008,5157,844,9884
+,4701,8121,6425,3045,3753
+,7180,2141,2738,8851,134
+,3470,9769,3571,361,6176
+,3410,6405,5758,3723,5975
+,9204,9837,4697,3974,5257
-,215,0,0,0,0
+,4299,2085,2160,2701,5590
+,8362,7395,1192,8513,1570
-,313,0,0,0,0
+,3743,1068,2486,3036,4186
+,3707,398,6809,7072,7046
+,1640,1495,2010,3762,4931
+,2784,8430,2364,201,7267
+,5892,3713,7629,249,4020
+,2343,6789,9735,1747,9874
+,4529,229,9943,3543,6102
+,4353,5238,4602,4432,4057
+,3458,7764,7337,3647,7200
+,5319,6076,3716,1801,1264
+,4176,5446,7998,5464,8824
+,4163,6899,1151,9231,1042
+,8586,4987,3638,9171,6709
+,2974,8775,9190,4276,5212
+,9267,4300,6401,603,1923
+,2117,2204,7846,6244,6449
+,6187,1681,8656,7786,4918
+,2695,321,3198,7079,7145
+,3255,1182,8924,8147,7749
+,4285,4823,2445,3559,7531
+,3896,2079,1013,206,9046
+,4932,8262,4721,904,1495
+,4181,8010,9995,7313,7211
-,564,0,0,0,0
-,364,0,0,0,0
+,7549,5447,2874,5855,5063
+,6925,4191,1337,6117,8443
-,231,0,0,0,0
+,2801,223,4802,3646,598
+,3141,4350,1175,897,473
+,6863,3181,5797,4684,5437
+,3536,1028,1729,7663,6121
-,251,0,0,0,0
-,437,0,0,0,0
+,258,2566,183,5814,98
+,875,8087,7744,1166,9238
-,991,0,0,0,0
+,3591,345,7400,3311,1455
+,5836,6846,684,9945,2103
+,6292,8625,5700,1653,2776
+,1615,6645,4365,3395,1751
+,2227,618,1788,1939,6922
+,2707,1956,4938,6687,9215
+,4902,8142,14,120,3417
+,1015,1521,5384,8825,2952
+,4470,4112,9949,1092,2769
+,7902,5883,3212,624,2552
+,5822,6327,482,7963,8286
+,9974,4268,8390,5406,6044
+,3191,6069,7980,6325,8705
+,6764,5304,4208,1263,9446
+,8450,975,3728,8809,827
+,7401,7183,6896,33,6373
+,3919,2346,8267,913,7217
+,1437,9011,8319,827,9559
+,5150,1982,5334,4128,7341
-,860,0,0,0,0
+,8639,5917,8483,2811,9388
+,7187,6783,7108,5285,5778
+,8175,5407,9551,9179,9344
+,7474,5845,6121,8174,4316
+,8423,8190,809,9689,6328
+,9343,8753,3997,9364,3386
+,5272,4114,9558,7025,9708
+,735,4445,9418,4533,8817
+,6437,438,6249,5511,3251
+,3678,8550,5192,3929,3239
+,5225,3520,6307,1815,9673
+,7589,9509,2554,2084,3592
+,1259,743,274,6298,78
+,2639,9469,7,8111,777
+,8017,8370,2711,5150,6846
-,214,0,0,0,0
+,1207,8082,5590,2630,4818
+,1144,7369,4487,6034,2389
+,9780,1733,4655,743,3258
+,7348,950,2232,7003,3423
+,196,4634,2340,7467,6862
+,7231,6537,786,8249,3751
-,127,0,0,0,0
+,2985,9927,5367,1433,5647
+,275,7514,323,1414,2951
+,9239,6094,3981,296,7490
+,7300,4469,807,7461,7663
+,4940,6744,1891,2857,5395
-,573,0,0,0,0
+,2054,6589,9806,9327,7760
+,3886,1774,5927,3197,3185
+,7964,7541,1249,3849,9029
+,4472,7467,9257,7817,235
+,3749,6449,7457,6864,3733
+,2641,1585,5916,8011,8827
+,5142,5818,8174,8986,8447
+,1754,4838,5167,1588,6081
+,6090,4646,9781,6866,552
+,1511,1173,2937,5284,3929
+,5992,5463,8846,3819,7611
+,7161,8385,3396,9650,4448
+,5387,8765,1263,3306,4903
+,3618,4928,1304,3356,1734
+,5622,3147,1760,5527,6448
-,994,0,0,0,0
-,27,0,0,0,0
+,7729,7937,6076,1205,6058
+,9419,1526,8615,806,4432
+,4755,7591,9764,7068,401
+,320,6579,9172,458,6542
+,6669,6829,4810,2456,9763
+,6997,3254,1556,8158,3395
+,8850,2660,1209,9486,752
+,9857,9638,1239,4095,8220
+,7543,5380,7615,9702,9579
+,4157,4085,8142,3801,9078
+,3106,1506,7358,3075,3644
+,6103,2533,3726,5547,1806
+,938,9941,7464,7928,5427
+,8775,8038,4368,3112,4881
+,1859,7065,1617,7908,6720
-,223,0,0,0,0
+,2427,3658,5927,6942,9898
-,303,0,0,0,0
+,8264,9714,3405,4888,8382
-,344,0,0,0,0
+,82,9881,607,6142,3223
+,305,6182,8917,7818,7926
+,9209,2755,3360,3458,9286
+,4152,2787,946,7918,8990
-,365,0,0,0,0
+,7885,6264,2894,2956,3842
+,3852,8524,8020,2328,7225
+,1138,268,6556,4973,7117
+,868,5333,270,2114,6228
+,4746,1770,3424,4608,6751
+,3645,9408,9473,6866,4110
+,3709,4738,5065,7704,4932
+,9544,5630,9438,1319,9174
+,6215,3845,1912,9443,9774
+,6828,3981,1094,8035,5986
+,5247,6405,6016,1908,462
+,7851,4811,2690,7373,6514
+,5047,4494,3145,7704,4895
+,7434,2247,9067,8736,4009
+,5807,9193,1411,4838,4114
-,336,0,0,0,0
+,2687,8118,2617,9673,6354
+,1362,3083,7377,784,4695
+,8602,9231,8797,2470,2272
+,6580,6214,152,2593,9010
+,4595,9570,7901,8376,7513
+,741,5876,5527,9301,6889
+,9069,2986,3778,3328,1485
+,5722,9798,8390,7953,4463
+,6763,3006,8292,132,5183
+,5870,6669,6590,2978,922
+,8406,8093,6952,8316,2247
+,8534,4239,5283,6229,4066
+,2340,6926,3288,3077,7718
+,8242,978,7755,8770,2981
+,3530,4945,6914,8995,9383
+,1502,6797,4003,6611,502
+,1577,360,8872,1741,1482
+,1317,6086,8235,5143,6530
+,3218,1327,2432,1540,9320
+,6565,2148,2464,1990,5674
+,6131,8825,5730,6279,4216
+,6502,3518,6372,671,117
+,1786,7208,7384,3112,5746
+,180,8659,9848,7077,2163
+,3611,8015,3069,7198,5481
-,353,0,0,0,0
+,3425,5178,8424,6843,8225
+,4807,2761,9479,3542,1346
+,6212,1520,4996,3919,7022
+,6989,198,4088,1969,8799
+,4027,6543,4272,7398,6513
+,2328,6513,9093,6376,4042
+,4655,4402,6915,3495,6435
+,3198,5000,9248,5796,7621
+,3641,128,7684,4806,518
+,4349,1883,8659,9552,9561
+,1416,3613,4219,4400,6352
+,8652,4216,8123,2578,8075
+,8095,9928,3915,8816,1716
+,138,4942,2671,8283,8764
+,6930,2506,7081,6851,3694
+,6166,205,7580,898,10
+,9122,827,4603,2833,7918
+,5864,9921,3800,7680,3222
-,906,0,0,0,0
+,3906,7369,2936,4171,4521
+,6183,9713,4235,9205,2859
+,1245,1363,4289,7227,9014
+,6601,370,6752,5652,6391
+,3366,3188,9191,4161,2255
+,7602,6376,6395,3649,1707
+,5926,7774,3172,4674,6444
+,3869,1060,1319,5930,671
+,4983,8107,7151,4880,6093
+,3831,6623,9041,7982,9649
+,3909,4655,704,2832,7738
+,8089,5591,7817,5779,4716
+,7898,2397,8087,9465,1420
+,3857,5739,112,610,8183
-,608,0,0,0,0
+,7467,5874,1810,295,7434
+,1824,4817,5311,3417,7518
+,4118,1982,3308,2229,3228
+,7755,8996,918,5580,5538
+,3054,2947,8600,1495,1212
+,687,5570,930,6237,6951
+,5563,2683,2393,7542,6501
+,7637,1398,7326,2778,2797
+,7394,2677,8614,5865,8471
+,7132,233,764,6437,8797
+,6255,3833,6662,5376,2905
+,799,4172,4843,6581,604
+,2405,2738,6903,6662,4733
+,6275,3940,509,8402,6248
+,3715,7265,824,4148,5052
+,7721,8948,3197,2745,6346
+,3020,2398,8050,5482,982
+,3000,2756,6341,5415,7434
+,9639,5835,7490,3312,7129
-,365,0,0,0,0
+,2731,4126,2754,488,3308
+,7102,4265,3967,9746,5181
+,6768,6676,3037,879,1287
-,814,0,0,0,0
+,8670,9352,4291,1933,3687
+,2963,5365,9945,872,8551
+,8057,9802,4283,8485,9529
+,194,2776,2346,9793,7358
+,9755,3834,9816,8508,5710
+,3533,566,8661,1078,5639
+,3989,8635,1997,1094,5508
-,499,0,0,0,0
+,1282,4982,9061,8568,1071
+,506,6666,4353,1854,5611
+,5433,3976,9326,5114,3134
+,2806,8686,3378,3892,9738
+,4386,40,3808,7058,7658
+,5194,1626,659,2217,7523
+,5312,7342,7921,4933,3551
+,7625,7153,1605,7206,9872
+,1666,879,7102,4156,5089
+,8441,6451,9414,6560,6461
+,63,2839,1076,142,5590
+,4170,5708,288,3332,6075
-,996,0,0,0,0
+,6734,6288,351,6913,9181
+,3648,8961,1816,3499,9950
+,7148,395,6451,1050,6890
-,757,0,0,0,0
+,1978,3202,1430,6452,68
+,8877,9770,6646,6092,8138
+,8321,7608,3972,5064,3272
+,1188,3679,9945,1078,2698
+,7890,17,592,9274,808
+,9095,8039,6325,755,3478
-,341,0,0,0,0
+,5029,1576,9643,5731,639
-,535,0,0,0,0
+,4477,76,9808,9125,7820
+,9768,8782,8585,3282,1863
+,8895,2909,3679,9314,8493
+,5458,1945,953,2608,9475
+,6805,5991,4807,8905,9511
+,185,1281,3895,2344,5434
+,2111,4181,4304,1015,2429
+,2927,6812,5419,5887,8031
+,6047,4848,3395,5437,9897
+,6042,8341,6038,1027,5584
+,9848,7542,4588,7464,651
+,3727,8314,6075,516,6641
-,969,0,0,0,0
+,877,7356,9363,2886,7137
+,6261,1441,8946,7941,2535
+,1986,3641,3793,4235,933
+,5331,7573,8306,8259,2175
+,9966,1145,2139,2305,723
+,1175,674,7072,3312,2443
+,3638,6872,7530,938,8077
+,7673,873,5693,7636,4927
+,3892,5677,8649,8662,6585
+,6978,2061,5486,7887,3493
+,7509,9406,7104,5254,2419
+,1548,1571,432,8528,1240
+,8581,383,7079,5623,7402
+,8837,6412,4277,4941,1208
+,6975,8367,650,5818,7152
+,4070,5650,7486,684,23
+,4149,8697,809,2434,3782
+,768,35,9644,3869,3415
+,8725,4465,9204,5265,6166
-,120,0,0,0,0
+,6466,3833,16,5609,2807
+,5558,7403,8739,7291,814
+,7865,5902,351,761,3069
+,3306,7725,1260,5539,770
+,272,141,4971,9733,2180
+,5370,5718,4706,3641,2464
+,9558,3842,5631,4347,594
+,8540,6490,4887,6711,5311
+,9246,8835,114,2601,9599
+,8729,550,8755,3733,9300
+,7516,6446,8950,115,693
+,906,8276,2430,8523,5061
+,5149,2294,8556,1559,8447
+,7532,3900,3420,7001,1654
+,1272,6426,5697,4966,270
-,121,0,0,0,0
+,2079,760,3121,8497,1556
+,5727,6886,5274,7256,1907
+,9629,5754,1143,538,4887
+,478,9841,7115,7949,6844
+,5753,1183,3453,3600,9724
+,3926,1531,1143,1627,4847
-,272,0,0,0,0
+,8475,7476,1174,1743,6827
-,998,0,0,0,0
+,3675,7062,4058,4942,665
+,2859,5325,3714,5930,6971
+,7993,1799,6294,9323,5080
+,4662,1776,9956,1962,8897
+,3981,6696,1370,6915,8601
+,5641,5158,5083,904,298
+,6839,1324,343,1702,6585
+,8310,560,2939,7800,8763
-,182,0,0,0,0
+,4808,8210,3196,9158,5086
+,7241,1858,1205,1747,789
+,2473,827,3908,13,8016
+,6657,8727,460,2184,349
+,2039,337,5843,2915,6977
+,5881,2270,7878,3021,6591
+,6458,4991,6508,7407,8949
+,3259,8024,5012,8618,3844
+,8112,5433,1933,4089,7251
+,9149,827,3894,3173,5250
+,9177,1813,8279,8045,3967
+,985,3249,7380,4329,2581
+,4180,5429,857,2181,6896
+,4500,4813,6402,5719,7223
+,7767,3062,3047,3740,5649
+,8418,232,1366,9813,6055
+,2124,1370,6068,9770,3953
+,6170,6526,1926,9453,9972
+,1522,7336,7991,7298,6212
+,9454,2515,9297,9137,6384
+,9128,8680,3599,9666,3905
+,1653,9328,8304,9601,2469
+,2550,4515,6438,5542,1490
+,9546,392,8095,8228,7033
+,1842,5315,7425,3483,5510
-,669,0,0,0,0
+,1715,2828,3202,7035,3316
+,6140,5060,8375,6154,1016
+,9545,110,4650,2494,9930
+,7409,7577,3113,90,6011
+,5240,9197,6217,3246,6750
+,7160,612,3246,7155,7553
+,5172,5975,4963,8104,9010
+,682,9899,3004,3300,7791
+,8121,7676,9335,3026,2507
+,6311,8229,9743,5440,2908
-,370,0,0,0,0
+,8371,6294,7454,1276,3748
+,5648,5588,1049,8918,7424
+,5201,6317,7056,5372,4728
+,4322,5103,9611,1917,2575
+,6383,2433,4860,6789,9106
+,9057,9837,7177,3995,6310
+,8268,2122,8441,7051,7455
+,6276,5519,543,1640,6781
+,5465,4072,1560,4147,6078
+,5985,5302,8009,7871,5072
+,3774,1087,9540,2595,2022
+,3971,2930,7712,2068,6370
+,2093,3417,7754,3138,3338
+,179,3641,5163,1658,9944
+,4221,7122,6065,5827,3629
-,340,0,0,0,0
+,6462,8210,2316,1305,7577
-,169,0,0,0,0
+,6879,4056,2216,8075,4104
+,8074,2106,8203,888,6714
+,1127,7506,2593,8466,4036
+,5357,2513,8560,9362,8603
+,2270,6156,2842,5617,2504
+,6857,2188,1194,6672,3183
+,6405,600,2689,4387,3272
+,2198,610,9845,3113,2060
+,4756,346,2741,6529,9545
+,8950,4420,7649,3300,6076
+,7614,5578,9608,9621,7428
+,5276,222,5235,3184,4178
+,4282,6217,5592,3829,9523
+,6685,8619,6854,679,8543
+,7103,4189,7720,4165,9431
+,9595,79,4545,8913,2142
+,896,3486,333,2195,647
+,7080,4714,8087,5638,566
+,2492,9712,9445,8835,6051
+,3448,187,8096,8942,4494
+,3792,1115,2322,7588,7813
+,4918,1677,3859,7167,3455
+,5907,2562,3664,2626,2155
+,677,7177,268,5837,2510
-,27,0,0,0,0
+,6355,7871,2361,4484,5923
+,2754,9709,5068,5717,622
+,4597,857,8864,5728,3200
+,7853,8112,4628,447,52
-,109,0,0,0,0
+,3940,3365,3292,7008,6854
+,9087,4903,550,2727,9434
+,5958,4625,7641,4462,2739
+,606,818,2687,9857,4515
+,4685,2762,5899,934,3812
+,5664,70,5712,898,8731
+,4292,738,6056,208,6691
+,3482,1975,7787,8240,4156
+,3590,2679,922,8390,5456
-,609,0,0,0,0
+,9702,5847,5066,7175,1617
+,1896,2499,2852,7229,9468
+,3939,3568,2882,3457,725
+,4099,9446,7808,7233,8539
-,516,0,0,0,0
+,9240,5351,3975,4375,6211
+,6130,2233,5540,6875,2865
+,631,8412,2039,4290,3650
+,4345,8655,408,6462,8098
+,8061,8874,5305,6028,4752
+,5474,3881,8453,8096,9931
-,159,0,0,0,0
+,7137,5902,1369,8939,82
+,8210,4358,5496,6810,1306
+,4510,8960,9779,5166,9771
+,9913,817,395,3455,5013
+,4141,8791,8407,1593,2901
-,130,0,0,0,0
+,8055,7576,6912,1805,2160
+,719,6266,912,8873,7693
+,2420,6924,1243,5416,8359
+,7548,2388,3151,6434,7806
+,2352,7135,7258,9119,1390
+,8712,6652,697,1224,2488
+,9084,7129,3402,8566,8149
+,7428,6180,680,8937,3493
+,5114,7192,9563,2515,2095
+,5416,7593,9242,3325,3144
+,3464,8175,2536,816,868
+,4329,3857,7036,515,3451
-,451,0,0,0,0
-,706,0,0,0,0
+,1854,9837,5008,3869,9306
+,8867,853,2656,5731,1246
-,303,0,0,0,0
+,2358,396,2457,737,4386
+,7362,3304,2507,5651,1279
+,9849,1036,4548,8226,9172
+,8378,6267,7162,8019,6772
+,1943,6214,5024,7623,9644
+,9135,1200,260,1725,4276
+,3602,1257,7645,591,1567
+,5460,8325,5905,6553,4794
+,7466,3604,7600,9098,2891
+,1655,3874,2483,5892,5880
+,555,2060,6167,9711,1198
+,2960,3870,6449,8307,4884
-,874,0,0,0,0
